-112.136064,33.661407,-12655.134317,-112.136130,33.661389,-12655.121916
-112.135868,33.661398,-12655.128062,-112.136240,33.661389,-12655.121913
-112.136435,33.661398,-12655.128070,-112.136057,33.661389,-12655.121910
-112.136141,33.661407,-12655.134323,-112.135864,33.661389,-12655.121857
-112.136152,33.661407,-12655.134323,-112.136462,33.661389,-12655.121856
-112.135871,33.661398,-12655.128064,-112.135983,33.661389,-12655.121895
-112.135926,33.661398,-12655.128083,-112.135838,33.661389,-12655.121847
-112.136369,33.661398,-12655.128091,-112.136505,33.661389,-12655.121837
-112.136428,33.661398,-12655.128072,-112.136315,33.661389,-12655.121901
-112.135864,33.661416,-12655.140467,-112.136463,33.661389,-12655.121856
-112.136274,33.661416,-12655.140518,-112.136278,33.661389,-12655.121908
-112.136031,33.661416,-12655.140515,-112.136019,33.661389,-12655.121903
-112.136433,33.661416,-12655.140477,-112.135869,33.661389,-12655.121860
-112.140440,33.661398,-12655.115784,-112.140379,33.661389,-12655.109928
-112.140427,33.661398,-12655.115858,-112.140467,33.661389,-12655.109426
-112.140317,33.661398,-12655.116483,-112.140265,33.661389,-12655.110571
-112.140335,33.661398,-12655.116384,-112.140357,33.661389,-12655.110052
-112.142204,33.661398,-12655.103513,-112.141862,33.661389,-12655.100022
-112.139019,33.661398,-12655.122615,-112.139363,33.661389,-12655.115008
-112.140187,33.661398,-12655.117199,-112.140396,33.661389,-12655.109835
-112.140366,33.661398,-12655.116204,-112.140187,33.661389,-12655.110996
-112.140522,33.661398,-12655.115306,-112.140324,33.661389,-12655.110242
-112.140353,33.661398,-12655.116280,-112.140571,33.661389,-12655.108816
-112.140256,33.661398,-12655.116822,-112.140164,33.661389,-12655.111122
-112.140188,33.661398,-12655.117192,-112.140324,33.661389,-12655.110241
-112.140463,33.661398,-12655.115648,-112.140556,33.661389,-12655.108904
-112.140522,33.661398,-12655.115308,-112.140396,33.661389,-12655.109831
-112.140193,33.661416,-12655.129574,-112.140537,33.661389,-12655.109017
-112.140519,33.661416,-12655.127730,-112.140187,33.661389,-12655.110994
-112.140422,33.661398,-12655.115886,-112.140396,33.661389,-12655.109835
-112.140311,33.661398,-12655.116518,-112.140324,33.661389,-12655.110242
-112.144817,33.661397,-12655.077638,-112.144855,33.661388,-12655.070986
-112.144812,33.661397,-12655.077702,-112.144766,33.661388,-12655.072028
-112.144618,33.661397,-12655.079933,-112.144580,33.661388,-12655.074162
-112.144616,33.661397,-12655.079958,-112.144661,33.661388,-12655.073241
-112.146531,33.661397,-12655.055670,-112.146176,33.661388,-12655.054344
-112.143382,33.661398,-12655.092990,-112.143802,33.661389,-12655.082578
-112.144595,33.661397,-12655.080196,-112.144516,33.661388,-12655.074885
-112.144577,33.661397,-12655.080396,-112.144706,33.661388,-12655.072722
-112.144849,33.661397,-12655.077269,-112.144932,33.661388,-12655.070087
-112.144874,33.661397,-12655.076968,-112.144751,33.661388,-12655.072205
-112.144564,33.661397,-12655.080542,-112.144751,33.661388,-12655.072199
-112.144871,33.661397,-12655.077010,-112.144705,33.661388,-12655.072739
-112.144746,33.661397,-12655.078467,-112.144547,33.661388,-12655.074539
-112.144710,33.661397,-12655.078885,-112.144908,33.661388,-12655.070368
-112.144572,33.661415,-12655.092865,-112.144904,33.661388,-12655.070420
-112.144864,33.661415,-12655.089495,-112.144548,33.661388,-12655.074522
-112.144664,33.661397,-12655.079410,-112.144704,33.661388,-12655.072741
-112.144783,33.661397,-12655.078033,-112.144751,33.661388,-12655.072199
-112.150770,33.661397,-12654.984324,-112.150396,33.661388,-12654.985399
-112.149137,33.661397,-12655.014676,-112.149165,33.661388,-12655.007975
-112.149137,33.661397,-12655.014683,-112.149075,33.661388,-12655.009550
-112.149063,33.661397,-12655.015973,-112.148995,33.661388,-12655.010948
-112.149204,33.661397,-12655.013498,-112.149266,33.661388,-12655.006204
-112.149196,33.661397,-12655.013652,-112.149171,33.661388,-12655.007877
-112.148987,33.661415,-12655.029692,-112.149341,33.661388,-12655.004876
-112.149329,33.661415,-12655.023709,-112.148998,33.661388,-12655.010889
-112.149215,33.661397,-12655.013310,-112.149211,33.661388,-12655.007182
-112.149123,33.661397,-12655.014916,-112.149134,33.661388,-12655.008530
-112.149338,33.661397,-12655.011139,-112.149211,33.661388,-12655.007182
-112.149270,33.661397,-12655.012331,-112.149349,33.661388,-12655.004740
-112.146767,33.661397,-12655.052329,-112.147261,33.661388,-12655.038911
-112.148998,33.661397,-12655.017092,-112.149134,33.661388,-12655.008529
-112.149173,33.661397,-12655.014055,-112.148989,33.661388,-12655.011049
-112.149167,33.661397,-12655.014147,-112.149345,33.661388,-12655.004813
-112.149332,33.661397,-12655.011235,-112.149134,33.661388,-12655.008528
-112.147740,33.661397,-12655.037783,-112.148197,33.661388,-12655.024313
-112.148999,33.661397,-12655.017077,-112.149211,33.661388,-12655.007182
